course_number,section_number,professor,start_time,end_time,days,location
BIOL1710,007,Timothy C. Flewelen,08:00,08:50,MWF,Gateway Center (GATE) 074
BIOL1710,008,Timothy C. Flewelen,14:00,14:50,MWF,Matthews Hall (MATT) 309
BIOL1710,009,Vladimir Shulaev,12:00,12:50,MWF,Life Sciences Complex (LIFE) 296
BIOL1710,010,Vladimir Shulaev,13:00,13:50,MWF,Auditorium Building (AUD) 203
PSCI3310,001,Richard S. Ruderman,08:00,10:50,T,Chemistry Building (CHEM) 278
PSCI3310,002,Richard S. Ruderman,12:00,14:50,M,Music Building (MUSI) 103
PSCI4952,001,James D. Meernik,14:30,15:50,TuTh,Matthews Hall (MATT) 310
PSCI4952,002,James D. Meernik,10:00,10:50,MWF,Matthews Hall (MATT) 112
PSCI4952,003,Sing Hui Lee,14:00,16:50,F,Chemistry Building (CHEM) 152
PSCI4952,004,Sing Hui Lee,08:30,09:50,TuTh,Life Sciences Complex (LIFE) 136
PSCI4900,001,Megan E. Morrissey,08:30,09:50,TuTh,Wooten Hall (WH) 216
PSCI4900,002,Megan E. Morrissey,12:30,13:50,MW,Life Sciences Complex (LIFE) 337
PSCI4900,003,Yu-Hsien Sung,16:30,17:50,MW,Business Leadership Building (BLB) 026
PSCI4900,004,Yu-Hsien Sung,08:30,09:50,TuTh,Hickory Hall (HICK) 215
PSCI4100,001,Natasha Altema,08:30,09:50,MW,Business Leadership Building (BLB) 211
PSCI4100,002,Natasha Altema,12:30,13:50,TuTh,General Academic Building (GAB) 464
PSCI3130,001,Ashley E. English,11:00,13:50,F,Business Leadership Building (BLB) 005
PSCI3130,002,Ashley E. English,13:00,15:50,W,Gateway Center (GATE) 130
PSCI3210,001,Eddie L. Meaders,12:00,14:50,T,Auditorium Building (AUD) 219
PSCI3210,002,Eddie L. Meaders,08:30,09:50,TuTh,Art Annex (ARTA) 114
PSCI4821,001,Paul R. Hensel,10:30,11:50,MW,Chemistry Building (CHEM) 104
PSCI4821,002,Paul R. Hensel,14:00,14:50,MWF,Chemistry Building (CHEM) 260
PSCI2316,001,Gabriela C. Okundaye,15:30,16:50,TuTh,Life Sciences Complex (LIFE) 341
PSCI2316,002,Gabriela C. Okundaye,14:00,14:50,MWF,Business Leadership Building (BLB) 254
PSCI2316,003,Leslie K. Finger,14:00,14:50,MWF,Art Annex (ARTA) 109
PSCI2316,004,Leslie K. Finger,15:30,16:50,TuTh,Life Sciences Complex (LIFE) 129
PSCI2316,005,Yu-Hsien Sung,10:00,10:50,MWF,Life Sciences Complex (LIFE) 272
PSCI2316,006,Yu-Hsien Sung,10:00,10:50,MWF,Environmental Science Building (ENV) 105
PSCI4820,001,Michael M. Greig,10:30,11:50,MW,Life Sciences Complex (LIFE) 125
PSCI4820,002,Michael M. Greig,09:30,10:50,TuTh,Business Leadership Building (BLB) 158
PSCI4661,001,Roman Hlatky,11:00,13:50,Th,Language Building (LANG) 101
PSCI4661,002,Roman Hlatky,08:30,09:50,TuTh,Business Leadership Building (BLB) 053
PSCI3101,001,Valerie J. Martinez-Ebers,08:30,09:50,TuTh,General Academic Building (GAB) 333
PSCI3101,002,Valerie J. Martinez-Ebers,12:30,13:50,TuTh,Business Leadership Building (BLB) 143
PSCI3996,001,Kimi L. King,08:00,10:50,M,Hickory Hall (HICK) 247
PSCI3996,002,Kimi L. King,09:00,11:50,T,Business Leadership Building (BLB) 262
PSCI4410,001,Leslie K. Finger,10:00,12:50,W,Art Building (ART) 215
PSCI4410,002,Leslie K. Finger,11:30,12:50,TuTh,General Academic Building (GAB) 439
PSCI4954,001,John T. Ishiyama,16:30,17:50,MW,Business Leadership Building (BLB) 007
PSCI4954,002,John T. Ishiyama,09:00,09:50,MWF,Hickory Hall (HICK) 218
PSCI4954,003,Megan E. Morrissey,16:00,16:50,MWF,Auditorium Building (AUD) 204
PSCI4954,004,Megan E. Morrissey,11:00,11:50,MWF,General Academic Building (GAB) 107
PSCI2305,001,Andrew J. Enterline,10:00,10:50,MWF,Art Annex (ARTA) 118
PSCI2305,002,Andrew J. Enterline,14:00,14:50,MWF,Business Leadership Building (BLB) 067
PSCI2305,003,Brian Hamel,09:00,09:50,MWF,Life Sciences Complex (LIFE) 313
PSCI2305,004,Brian Hamel,13:30,14:50,MW,Gateway Center (GATE) 118
PSCI2305,005,Chad King,13:00,13:50,MWF,Gateway Center (GATE) 045
PSCI2305,006,Chad King,14:30,15:50,TuTh,Wooten Hall (WH) 185
PSCI2305,007,Jessica Lambert,10:30,11:50,MW,Environmental Science Building (ENV) 259
PSCI2305,008,Jessica Lambert,09:30,10:50,MW,Chemistry Building (CHEM) 227
PSCI2305,009,Ko Maeda,09:30,10:50,MW,General Academic Building (GAB) 104
PSCI2305,010,Ko Maeda,13:30,14:50,TuTh,Business Leadership Building (BLB) 239
PSCI2305,011,Leo Moradi,15:00,15:50,MWF,Gateway Center (GATE) 054
PSCI2305,012,Leo Moradi,10:30,11:50,MW,Gateway Center (GATE) 081
PSCI2305,013,Matthew J. Eshbaugh-Soha,14:30,15:50,TuTh,Art Annex (ARTA) 120
PSCI2305,014,Matthew J. Eshbaugh-Soha,15:00,15:50,MWF,Auditorium Building (AUD) 219
PSCI2305,015,Melissa M. McKay,10:30,11:50,MW,Life Sciences Complex (LIFE) 349
PSCI2305,016,Melissa M. McKay,15:00,15:50,MWF,Hickory Hall (HICK) 234
PSCI2305,017,Michael M. Greig,16:00,16:50,MWF,Life Sciences Complex (LIFE) 349
PSCI2305,018,Michael M. Greig,14:00,14:50,MWF,Wooten Hall (WH) 247
PSCI2305,019,Natasha Altema,09:30,10:50,TuTh,Life Sciences Complex (LIFE) 346
PSCI2305,020,Natasha Altema,08:00,08:50,MWF,Art Annex (ARTA) 135
PSCI2305,021,Sanghoon Kim-Leffingwell,10:00,10:50,MWF,Business Leadership Building (BLB) 012
PSCI2305,022,Sanghoon Kim-Leffingwell,10:30,11:50,MW,Environmental Science Building (ENV) 217
PSCI2305,023,Valerie J. Martinez-Ebers,16:00,16:50,MWF,Auditorium Building (AUD) 207
PSCI2305,024,Valerie J. Martinez-Ebers,11:00,11:50,MWF,General Academic Building (GAB) 491
PSCI2305,025,Yu-Hsien Sung,10:00,10:50,MWF,Language Building (LANG) 100
PSCI2305,026,Yu-Hsien Sung,13:30,14:50,MW,General Academic Building (GAB) 479
PSCI4953,001,Gloria C. Cox,09:00,09:50,MWF,Matthews Hall (MATT) 309
PSCI4953,002,Gloria C. Cox,08:30,09:50,TuTh,Business Leadership Building (BLB) 233
PSCI4953,003,Megan E. Morrissey,09:30,10:50,TuTh,Life Sciences Complex (LIFE) 309
PSCI4953,004,Megan E. Morrissey,14:00,14:50,MWF,Business Leadership Building (BLB) 186
PSCI2315,001,Rafael M. Major,10:00,10:50,MWF,Wooten Hall (WH) 278
PSCI2315,002,Rafael M. Major,14:30,15:50,MW,Art Building (ART) 214
PSCI3500,001,James D. Meernik,08:00,10:50,W,Business Leadership Building (BLB) 024
PSCI3500,002,James D. Meernik,08:00,08:50,MWF,Life Sciences Complex (LIFE) 132
PSCI3300,001,Ko Maeda,14:30,15:50,MW,Matthews Hall (MATT) 108
PSCI3300,002,Ko Maeda,12:00,14:50,T,Auditorium Building (AUD) 205
PSCI3300,003,Meilin Li,16:30,17:50,TuTh,Language Building (LANG) 102
PSCI3300,004,Meilin Li,14:00,16:50,F,General Academic Building (GAB) 356
PSCI3300,005,Sanghoon Kim-Leffingwell,15:30,16:50,TuTh,Matthews Hall (MATT) 305
PSCI3300,006,Sanghoon Kim-Leffingwell,14:00,16:50,Th,Life Sciences Complex (LIFE) 103
PSCI4330,001,Richard S. Ruderman,14:30,15:50,MW,Life Sciences Complex (LIFE) 234
PSCI4330,002,Richard S. Ruderman,09:00,09:50,MWF,Gateway Center (GATE) 086
PSCI3600,001,Idean Salehyan,13:00,15:50,M,Life Sciences Complex (LIFE) 336
PSCI3600,002,Idean Salehyan,09:30,10:50,TuTh,Life Sciences Complex (LIFE) 276
PSCI3600,003,Sanghoon Kim-Leffingwell,12:00,12:50,MWF,Life Sciences Complex (LIFE) 270
PSCI3600,004,Sanghoon Kim-Leffingwell,11:30,12:50,TuTh,Chemistry Building (CHEM) 121
PSCI4230,001,Eddie L. Meaders,15:00,15:50,MWF,General Academic Building (GAB) 312
PSCI4230,002,Eddie L. Meaders,09:30,10:50,MW,Environmental Science Building (ENV) 102
PSCI3704,001,Glen Biglaiser,12:00,14:50,Th,Wooten Hall (WH) 149
PSCI3704,002,Glen Biglaiser,13:30,14:50,MW,Business Leadership Building (BLB) 164
PSCI3200,001,Chad King,16:30,17:50,TuTh,Business Leadership Building (BLB) 146
PSCI3200,002,Chad King,14:00,16:50,Th,Music Building (MUSI) 102
PSCI3110,001,Lanie Richards,15:30,16:50,TuTh,Gateway Center (GATE) 120
PSCI3110,002,Lanie Richards,11:00,11:50,MWF,Life Sciences Complex (LIFE) 287
PSCI3100,001,Brian Hamel,10:00,12:50,F,Wooten Hall (WH) 286
PSCI3100,002,Brian Hamel,13:00,15:50,Th,Business Leadership Building (BLB) 226
PSCI2306,001,Ashley E. English,14:00,14:50,MWF,General Academic Building (GAB) 482
PSCI2306,002,Ashley E. English,11:30,12:50,MW,Life Sciences Complex (LIFE) 278
PSCI2306,003,Chad King,15:30,16:50,TuTh,Business Leadership Building (BLB) 006
PSCI2306,004,Chad King,12:00,12:50,MWF,Hickory Hall (HICK) 255
PSCI2306,005,Eddie L. Meaders,15:30,16:50,TuTh,Business Leadership Building (BLB) 063
PSCI2306,006,Eddie L. Meaders,12:00,12:50,MWF,Life Sciences Complex (LIFE) 104
PSCI2306,007,Gabriela C. Okundaye,13:00,13:50,MWF,Art Annex (ARTA) 105
PSCI2306,008,Gabriela C. Okundaye,15:00,15:50,MWF,Chemistry Building (CHEM) 221
PSCI2306,009,Jacqueline H. Demeritt,10:30,11:50,MW,Business Leadership Building (BLB) 077
PSCI2306,010,Jacqueline H. Demeritt,13:00,13:50,MWF,Environmental Science Building (ENV) 202
PSCI2306,011,Jessica Lambert,10:00,10:50,MWF,Matthews Hall (MATT) 111
PSCI2306,012,Jessica Lambert,13:30,14:50,MW,Gateway Center (GATE) 127
PSCI2306,013,Kimi L. King,15:00,15:50,MWF,Chemistry Building (CHEM) 274
PSCI2306,014,Kimi L. King,08:00,08:50,MWF,Life Sciences Complex (LIFE) 389
PSCI2306,015,Leo Moradi,10:30,11:50,TuTh,Business Leadership Building (BLB) 042
PSCI2306,016,Leo Moradi,14:00,14:50,MWF,Gateway Center (GATE) 068
PSCI2306,017,Leslie K. Finger,15:00,15:50,MWF,Gateway Center (GATE) 084
PSCI2306,018,Leslie K. Finger,16:00,16:50,MWF,Matthews Hall (MATT) 103
PSCI2306,019,Marijke Breuning,09:00,09:50,MWF,Language Building (LANG) 106
PSCI2306,020,Marijke Breuning,13:00,13:50,MWF,Gateway Center (GATE) 080
PSCI2306,021,Matthew J. Eshbaugh-Soha,15:00,15:50,MWF,Life Sciences Complex (LIFE) 289
PSCI2306,022,Matthew J. Eshbaugh-Soha,12:30,13:50,TuTh,Matthews Hall (MATT) 101
PSCI2306,023,Natasha Altema,10:30,11:50,MW,Life Sciences Complex (LIFE) 240
PSCI2306,024,Natasha Altema,08:30,09:50,MW,Art Annex (ARTA) 127
PSCI4810,001,Kimi L. King,11:00,13:50,M,Life Sciences Complex (LIFE) 202
PSCI4810,002,Kimi L. King,12:00,14:50,W,Life Sciences Complex (LIFE) 105
PSCI3102,001,Gabriela C. Okundaye,14:30,15:50,MW,Gateway Center (GATE) 078
PSCI3102,002,Gabriela C. Okundaye,15:00,17:50,Th,Wooten Hall (WH) 154
ITAL1020,001,Molly E. Sweigart,12:30,13:50,MW,Matthews Hall (MATT) 304
ITAL1020,002,Molly E. Sweigart,15:30,16:50,TuTh,Art Building (ART) 222
ITAL2050,001,Molly E. Sweigart,15:00,15:50,MWF,General Academic Building (GAB) 335
ITAL2050,002,Molly E. Sweigart,12:30,13:50,TuTh,General Academic Building (GAB) 112
PHYS1510,001,Jacob Emerick,13:30,14:50,TuTh,Matthews Hall (MATT) 302
PHYS1510,002,Jacob Emerick,16:30,17:50,TuTh,Art Building (ART) 218
PHYS1510,003,Rebekah M. Purvis,10:00,10:50,MWF,Language Building (LANG) 103
PHYS1510,004,Rebekah M. Purvis,11:00,11:50,MWF,Language Building (LANG) 107
PHYS1420,001,Andrea Citati,10:00,10:50,MWF,Language Building (LANG) 110
PHYS1420,002,Andrea Citati,15:00,15:50,MWF,Language Building (LANG) 104
PHYS1420,003,Rebekah M. Purvis,15:00,15:50,MWF,Art Annex (ARTA) 100
PHYS1420,004,Rebekah M. Purvis,09:00,09:50,MWF,Business Leadership Building (BLB) 067
PHYS1420,005,Reiko Lukic-Zrnic,16:00,16:50,MWF,Life Sciences Complex (LIFE) 302
PHYS1420,006,Reiko Lukic-Zrnic,15:00,15:50,MWF,Chemistry Building (CHEM) 277
PHYS1270,001,David C. Shiner,10:00,10:50,MWF,Language Building (LANG) 107
PHYS1270,002,David C. Shiner,12:30,13:50,MW,Music Building (MUSI) 108
PHYS1270,003,Gabriel Rodriguez-Guijarro,09:00,09:50,MWF,Hickory Hall (HICK) 211
PHYS1270,004,Gabriel Rodriguez-Guijarro,08:00,08:50,MWF,Language Building (LANG) 108
PHYS1270,005,Guru Khalsa,09:30,10:50,MW,Wooten Hall (WH) 249
PHYS1270,006,Guru Khalsa,09:00,09:50,MWF,Life Sciences Complex (LIFE) 284
PHYS1270,007,Matthew Abbott,10:30,11:50,TuTh,General Academic Building (GAB) 117
PHYS1270,008,Matthew Abbott,13:00,13:50,MWF,Business Leadership Building (BLB) 010
PHYS4955,001,Duncan L. Weathers,11:30,12:50,TuTh,Life Sciences Complex (LIFE) 105
PHYS4955,002,Duncan L. Weathers,08:30,09:50,MW,Gateway Center (GATE) 055
PHYS4955,003,Guru Khalsa,13:30,14:50,MW,Hickory Hall (HICK) 210
PHYS4955,004,Guru Khalsa,08:00,10:50,T,Environmental Science Building (ENV) 111
PHYS4955,005,Megan Nieberding,16:30,17:50,MW,Matthews Hall (MATT) 104
PHYS4955,006,Megan Nieberding,13:00,15:50,F,Art Annex (ARTA) 138
PHYS4955,007,Ohad Shemmer,09:30,10:50,TuTh,General Academic Building (GAB) 360
PHYS4955,008,Ohad Shemmer,11:00,11:50,MWF,Business Leadership Building (BLB) 216
PHYS4955,009,Usha Philipose,10:30,11:50,TuTh,Hickory Hall (HICK) 213
PHYS4955,010,Usha Philipose,12:30,13:50,MW,Business Leadership Building (BLB) 248
PHYS4955,011,Yuankun Lin,16:00,16:50,MWF,Chemistry Building (CHEM) 166
PHYS4955,012,Yuankun Lin,10:00,12:50,Th,Matthews Hall (MATT) 102
PHYS4110,001,Alexander M. Barr,14:30,15:50,MW,Business Leadership Building (BLB) 192
PHYS4110,002,Alexander M. Barr,12:00,12:50,MWF,Life Sciences Complex (LIFE) 291
PHYS4310,001,Yuri Rostovtsev,16:30,17:50,MW,Life Sciences Complex (LIFE) 126
PHYS4310,002,Yuri Rostovtsev,13:30,14:50,TuTh,Auditorium Building (AUD) 212
PHYS3010,001,Duncan L. Weathers,11:00,11:50,MWF,Gateway Center (GATE) 074
PHYS3010,002,Duncan L. Weathers,16:30,17:50,TuTh,Auditorium Building (AUD) 202
PHYS4150,001,Jose Perez,09:30,10:50,MW,Art Annex (ARTA) 121
PHYS4150,002,Jose Perez,10:30,11:50,MW,Life Sciences Complex (LIFE) 335
PHYS1410,001,Andrea Citati,14:00,14:50,MWF,Life Sciences Complex (LIFE) 348
PHYS1410,002,Andrea Citati,10:30,11:50,TuTh,Wooten Hall (WH) 286
PHYS1410,003,Bibhudutta Rout,09:30,10:50,MW,Wooten Hall (WH) 189
PHYS1410,004,Bibhudutta Rout,12:00,12:50,MWF,Hickory Hall (HICK) 217
PHYS1410,005,Reiko Lukic-Zrnic,08:00,08:50,MWF,Life Sciences Complex (LIFE) 120
PHYS1410,006,Reiko Lukic-Zrnic,10:30,11:50,MW,Art Annex (ARTA) 134
PHYS1410,007,William Mitchell,14:00,14:50,MWF,Matthews Hall (MATT) 309
PHYS1410,008,William Mitchell,08:00,08:50,MWF,Wooten Hall (WH) 282
PHYS4500,001,Yuanxi Wang,10:30,11:50,TuTh,Business Leadership Building (BLB) 236
PHYS4500,002,Yuanxi Wang,08:30,09:50,MW,Art Annex (ARTA) 115
PHYS4610,001,Rebekah M. Purvis,15:00,17:50,T,Matthews Hall (MATT) 111
PHYS4610,002,Rebekah M. Purvis,12:00,14:50,W,Auditorium Building (AUD) 216
PHYS4950,001,Duncan L. Weathers,12:30,13:50,TuTh,Gateway Center (GATE) 079
PHYS4950,002,Duncan L. Weathers,13:00,15:50,M,Gateway Center (GATE) 049
PHYS4950,003,Guru Khalsa,09:30,10:50,TuTh,Life Sciences Complex (LIFE) 136
PHYS4950,004,Guru Khalsa,09:00,09:50,MWF,Environmental Science Building (ENV) 241
PHYS4950,005,Jens Neu,08:00,10:50,Th,Wooten Hall (WH) 287
PHYS4950,006,Jens Neu,15:30,16:50,TuTh,Matthews Hall (MATT) 308
PHYS4950,007,Jingbiao Cui,14:00,14:50,MWF,General Academic Building (GAB) 119
PHYS4950,008,Jingbiao Cui,08:30,09:50,TuTh,Auditorium Building (AUD) 217
PHYS4950,009,Ohad Shemmer,11:30,12:50,MW,Wooten Hall (WH) 275
PHYS4950,010,Ohad Shemmer,15:00,15:50,MWF,Life Sciences Complex (LIFE) 133
PHYS4950,011,Rebekah M. Purvis,10:30,11:50,TuTh,Gateway Center (GATE) 086
PHYS4950,012,Rebekah M. Purvis,16:30,17:50,TuTh,Art Annex (ARTA) 103
PHYS4950,013,Usha Philipose,15:00,17:50,Th,Life Sciences Complex (LIFE) 123
PHYS4950,014,Usha Philipose,13:00,13:50,MWF,Life Sciences Complex (LIFE) 369
PHYS4950,015,Yuri Rostovtsev,12:00,12:50,MWF,Environmental Science Building (ENV) 223
PHYS4950,016,Yuri Rostovtsev,12:30,13:50,MW,Life Sciences Complex (LIFE) 200
PHYS3420,001,Aaron M. Richardson,14:00,16:50,T,Environmental Science Building (ENV) 264
PHYS3420,002,Aaron M. Richardson,15:30,16:50,TuTh,Matthews Hall (MATT) 300
PHYS3420,003,Jens Neu,13:30,14:50,MW,Environmental Science Building (ENV) 190
PHYS3420,004,Jens Neu,10:30,11:50,MW,Language Building (LANG) 105
PHYS1052,001,Andrea Citati,14:00,14:50,MWF,Matthews Hall (MATT) 303
PHYS1052,002,Andrea Citati,16:00,16:50,MWF,Business Leadership Building (BLB) 245
PHYS1052,003,Gary A. Glass,15:00,15:50,MWF,General Academic Building (GAB) 104
PHYS1052,004,Gary A. Glass,11:30,12:50,MW,Matthews Hall (MATT) 306
PHYS1052,005,Megan Nieberding,13:00,13:50,MWF,Auditorium Building (AUD) 205
PHYS1052,006,Megan Nieberding,12:00,12:50,MWF,Business Leadership Building (BLB) 061
PHYS1052,007,Rebekah M. Purvis,15:00,15:50,MWF,Life Sciences Complex (LIFE) 108
PHYS1052,008,Rebekah M. Purvis,14:00,14:50,MWF,General Academic Building (GAB) 111
PHYS1052,009,Ryan A. Bennett,09:30,10:50,TuTh,Life Sciences Complex (LIFE) 236
PHYS1052,010,Ryan A. Bennett,14:00,14:50,MWF,Auditorium Building (AUD) 210
PHYS3510,001,Guru Khalsa,10:00,12:50,T,Matthews Hall (MATT) 310
PHYS3510,002,Guru Khalsa,09:00,11:50,Th,Matthews Hall (MATT) 308
PHYS1062,001,Megan Nieberding,10:00,10:50,MWF,Art Building (ART) 224
PHYS1062,002,Megan Nieberding,16:30,17:50,MW,Language Building (LANG) 102
PHYS1062,003,Ohad Shemmer,09:00,09:50,MWF,General Academic Building (GAB) 104
PHYS1062,004,Ohad Shemmer,16:00,16:50,MWF,General Academic Building (GAB) 107
PHYS1062,005,Rebekah M. Purvis,13:00,13:50,MWF,Auditorium Building (AUD) 219
PHYS1062,006,Rebekah M. Purvis,14:00,14:50,MWF,Matthews Hall (MATT) 304
PHYS1062,007,Ryan A. Bennett,09:00,09:50,MWF,Auditorium Building (AUD) 207
PHYS1062,008,Ryan A. Bennett,16:00,16:50,MWF,Life Sciences Complex (LIFE) 115
PHYS1520,001,Jacob Emerick,09:00,09:50,MWF,Chemistry Building (CHEM) 279
PHYS1520,002,Jacob Emerick,14:00,14:50,MWF,Life Sciences Complex (LIFE) 260
PHYS1520,003,Jacob Owens,09:00,09:50,MWF,Wooten Hall (WH) 256
PHYS1520,004,Jacob Owens,10:00,10:50,MWF,Life Sciences Complex (LIFE) 315
PHYS1520,005,Jingbiao Cui,08:00,08:50,MWF,Chemistry Building (CHEM) 149
PHYS1520,006,Jingbiao Cui,08:30,09:50,MW,Life Sciences Complex (LIFE) 211
PHYS2220,001,Alexander M. Barr,14:30,15:50,MW,Wooten Hall (WH) 178
PHYS2220,002,Alexander M. Barr,11:30,12:50,TuTh,Art Building (ART) 213
PHYS2220,003,Christopher L. Littler,16:00,16:50,MWF,Auditorium Building (AUD) 220
PHYS2220,004,Christopher L. Littler,09:00,09:50,MWF,Chemistry Building (CHEM) 193
PHYS4520,001,Usha Philipose,13:30,14:50,MW,Auditorium Building (AUD) 207
PHYS4520,002,Usha Philipose,08:30,09:50,MW,Life Sciences Complex (LIFE) 102
PHYS4900,001,Jens Neu,08:00,08:50,MWF,Art Building (ART) 206
PHYS4900,002,Jens Neu,15:30,16:50,MW,Chemistry Building (CHEM) 255
PHYS4900,003,Rebekah M. Purvis,14:00,14:50,MWF,Life Sciences Complex (LIFE) 116
PHYS4900,004,Rebekah M. Purvis,13:00,15:50,W,Environmental Science Building (ENV) 128
PHYS4900,005,Usha Philipose,08:00,08:50,MWF,Hickory Hall (HICK) 249
PHYS4900,006,Usha Philipose,13:30,14:50,TuTh,Art Annex (ARTA) 123
PHYS1710,001,Joe Watson,16:00,16:50,MWF,Art Annex (ARTA) 115
PHYS1710,002,Joe Watson,11:00,11:50,MWF,Music Building (MUSI) 124
PHYS1710,003,Yuankun Lin,09:00,09:50,MWF,Business Leadership Building (BLB) 170
PHYS1710,004,Yuankun Lin,11:00,11:50,MWF,Life Sciences Complex (LIFE) 290
PHYS1710,005,Yuri Rostovtsev,09:00,09:50,MWF,Gateway Center (GATE) 109
PHYS1710,006,Yuri Rostovtsev,12:00,12:50,MWF,Matthews Hall (MATT) 312
PHYS2900,001,Jose Perez,10:00,10:50,MWF,General Academic Building (GAB) 332
PHYS2900,002,Jose Perez,16:00,16:50,MWF,Chemistry Building (CHEM) 294
PHYS2900,003,Rebekah M. Purvis,13:30,14:50,MW,Matthews Hall (MATT) 103
PHYS2900,004,Rebekah M. Purvis,15:30,16:50,TuTh,Auditorium Building (AUD) 216
MEEN4110,001,Hassan Qandil,11:00,13:50,Th,Discovery Park (NTDP) D238
MEEN4110,002,Hassan Qandil,10:00,12:50,W,Discovery Park (NTDP) D143
MEEN4180,001,Jiho Lee,09:30,10:50,TuTh,Discovery Park (NTDP) K214
MEEN4180,002,Jiho Lee,11:30,12:50,MW,Matthews Hall (MATT) 110
MEEN4730,001,Haifeng Zhang,15:00,17:50,Th,Discovery Park (NTDP) B237
MEEN4730,002,Haifeng Zhang,13:00,15:50,W,Discovery Park (NTDP) F197
MEEN2240,001,Yunwei Xu,12:00,12:50,MWF,Art Annex (ARTA) 105
MEEN2240,002,Yunwei Xu,16:00,16:50,MWF,Gateway Center (GATE) 140
MEEN4810,001,Hassan Qandil,11:30,12:50,MW,Discovery Park (NTDP) C120
MEEN4810,002,Hassan Qandil,08:30,09:50,MW,Art Building (ART) 206
MEEN4332,001,Kuruvilla John,12:30,13:50,MW,Discovery Park (NTDP) J152
MEEN4332,002,Kuruvilla John,10:30,11:50,TuTh,Hickory Hall (HICK) 258
MEEN3210,001,Armita Hamidi,12:30,13:50,MW,Language Building (LANG) 106
MEEN3210,002,Armita Hamidi,08:00,10:50,Th,Business Leadership Building (BLB) 241
MEEN3210,003,Hassan Qandil,15:30,16:50,TuTh,Discovery Park (NTDP) E219
MEEN3210,004,Hassan Qandil,15:00,17:50,W,Art Building (ART) 227
MEEN4151,001,Sheldon Q. Shi,14:30,15:50,TuTh,Auditorium Building (AUD) 206
MEEN4151,002,Sheldon Q. Shi,15:00,17:50,F,Discovery Park (NTDP) E103
MEEN3240,001,Chakra Chand,10:00,12:50,W,General Academic Building (GAB) 115
MEEN3240,002,Chakra Chand,13:00,15:50,W,Discovery Park (NTDP) D241
MEEN4250,001,Mark E. Wasikowski,12:00,14:50,W,Music Building (MUSI) 102
MEEN4250,002,Mark E. Wasikowski,10:30,11:50,TuTh,Art Building (ART) 218
MEEN3120,001,Hamid Sadat,14:00,16:50,Th,Discovery Park (NTDP) B265
MEEN3120,002,Hamid Sadat,14:00,14:50,MWF,Discovery Park (NTDP) D150
MEEN3120,003,Mark E. Wasikowski,12:30,13:50,MW,Discovery Park (NTDP) D133
MEEN3120,004,Mark E. Wasikowski,10:00,12:50,M,Matthews Hall (MATT) 300
MEEN3110,001,Armita Hamidi,14:30,15:50,TuTh,Discovery Park (NTDP) G185
MEEN3110,002,Armita Hamidi,15:30,16:50,TuTh,Discovery Park (NTDP) K212
MEEN4150,001,Armita Hamidi,10:00,10:50,MWF,Discovery Park (NTDP) C220
MEEN4150,002,Armita Hamidi,10:00,12:50,M,Discovery Park (NTDP) D211
MEEN4315,001,Zihao Zhang,09:00,11:50,Th,Life Sciences Complex (LIFE) 216
MEEN4315,002,Zihao Zhang,12:30,13:50,TuTh,Discovery Park (NTDP) F204
MEEN2900,001,Hamid Sadat,12:00,12:50,MWF,Wooten Hall (WH) 283
MEEN2900,002,Hamid Sadat,11:30,12:50,MW,Discovery Park (NTDP) E118
MEEN2900,003,Sheldon Q. Shi,14:00,14:50,MWF,Life Sciences Complex (LIFE) 367
MEEN2900,004,Sheldon Q. Shi,15:00,15:50,MWF,Discovery Park (NTDP) B176
MEEN2900,005,Taeyul Choi,15:30,16:50,MW,Discovery Park (NTDP) K114
MEEN2900,006,Taeyul Choi,10:00,10:50,MWF,Discovery Park (NTDP) F197
MEEN4920,001,Taeyul Choi,15:00,17:50,Th,Life Sciences Complex (LIFE) 136
MEEN4920,002,Taeyul Choi,14:00,14:50,MWF,General Academic Building (GAB) 361
MEEN4920,003,Xiaohua Li,12:30,13:50,TuTh,Hickory Hall (HICK) 218
MEEN4920,004,Xiaohua Li,11:00,11:50,MWF,Auditorium Building (AUD) 217
MEEN3230,001,Mark E. Wasikowski,09:30,10:50,MW,Wooten Hall (WH) 296
MEEN3230,002,Mark E. Wasikowski,14:00,16:50,Th,Discovery Park (NTDP) G165
MEEN3100,001,Dwight A. Burford,08:30,09:50,MW,Discovery Park (NTDP) E290
MEEN3100,002,Dwight A. Burford,11:30,12:50,MW,Discovery Park (NTDP) A143
MEEN3100,003,Hector R. Siller Carrillo,13:30,14:50,TuTh,Matthews Hall (MATT) 115
MEEN3100,004,Hector R. Siller Carrillo,16:30,17:50,TuTh,Matthews Hall (MATT) 104
MEEN1000,001,Maurizio Manzo,12:00,12:50,MWF,Life Sciences Complex (LIFE) 101
MEEN1000,002,Maurizio Manzo,10:00,10:50,MWF,Discovery Park (NTDP) K278
MEEN4140,001,Yunwei Xu,10:00,12:50,M,General Academic Building (GAB) 108
MEEN4140,002,Yunwei Xu,15:30,16:50,TuTh,Discovery Park (NTDP) G108
